Consumption (kwh), Start, End
0.648000, 2025-12-20T15:00:00+00:00, 2025-12-20T15:30:00+00:00
0.781000, 2025-12-20T15:30:00+00:00, 2025-12-20T16:00:00+00:00
0.797000, 2025-12-20T16:00:00+00:00, 2025-12-20T16:30:00+00:00
0.697000, 2025-12-20T16:30:00+00:00, 2025-12-20T17:00:00+00:00
0.745000, 2025-12-20T17:00:00+00:00, 2025-12-20T17:30:00+00:00
0.758000, 2025-12-20T17:30:00+00:00, 2025-12-20T18:00:00+00:00
0.803000, 2025-12-20T18:00:00+00:00, 2025-12-20T18:30:00+00:00
0.807000, 2025-12-20T18:30:00+00:00, 2025-12-20T19:00:00+00:00
0.829000, 2025-12-20T19:00:00+00:00, 2025-12-20T19:30:00+00:00
1.458000, 2025-12-20T19:30:00+00:00, 2025-12-20T20:00:00+00:00
1.942000, 2025-12-20T20:00:00+00:00, 2025-12-20T20:30:00+00:00
0.916000, 2025-12-20T20:30:00+00:00, 2025-12-20T21:00:00+00:00
0.943000, 2025-12-20T21:00:00+00:00, 2025-12-20T21:30:00+00:00
1.111000, 2025-12-20T21:30:00+00:00, 2025-12-20T22:00:00+00:00
0.902000, 2025-12-20T22:00:00+00:00, 2025-12-20T22:30:00+00:00
1.003000, 2025-12-20T22:30:00+00:00, 2025-12-20T23:00:00+00:00
0.963000, 2025-12-20T23:00:00+00:00, 2025-12-20T23:30:00+00:00
0.963000, 2025-12-20T23:30:00+00:00, 2025-12-21T00:00:00+00:00
0.935000, 2025-12-21T00:00:00+00:00, 2025-12-21T00:30:00+00:00
0.703000, 2025-12-21T00:30:00+00:00, 2025-12-21T01:00:00+00:00
0.670000, 2025-12-21T01:00:00+00:00, 2025-12-21T01:30:00+00:00
0.680000, 2025-12-21T01:30:00+00:00, 2025-12-21T02:00:00+00:00
0.712000, 2025-12-21T02:00:00+00:00, 2025-12-21T02:30:00+00:00
0.933000, 2025-12-21T02:30:00+00:00, 2025-12-21T03:00:00+00:00
1.030000, 2025-12-21T03:00:00+00:00, 2025-12-21T03:30:00+00:00
1.039000, 2025-12-21T03:30:00+00:00, 2025-12-21T04:00:00+00:00
1.044000, 2025-12-21T04:00:00+00:00, 2025-12-21T04:30:00+00:00
0.734000, 2025-12-21T04:30:00+00:00, 2025-12-21T05:00:00+00:00
1.090000, 2025-12-21T05:00:00+00:00, 2025-12-21T05:30:00+00:00
0.634000, 2025-12-21T05:30:00+00:00, 2025-12-21T06:00:00+00:00
1.042000, 2025-12-21T06:00:00+00:00, 2025-12-21T06:30:00+00:00
0.539000, 2025-12-21T06:30:00+00:00, 2025-12-21T07:00:00+00:00
0.554000, 2025-12-21T07:00:00+00:00, 2025-12-21T07:30:00+00:00
0.527000, 2025-12-21T07:30:00+00:00, 2025-12-21T08:00:00+00:00
0.521000, 2025-12-21T08:00:00+00:00, 2025-12-21T08:30:00+00:00
0.508000, 2025-12-21T08:30:00+00:00, 2025-12-21T09:00:00+00:00
0.561000, 2025-12-21T09:00:00+00:00, 2025-12-21T09:30:00+00:00
0.576000, 2025-12-21T09:30:00+00:00, 2025-12-21T10:00:00+00:00
0.623000, 2025-12-21T10:00:00+00:00, 2025-12-21T10:30:00+00:00
0.595000, 2025-12-21T10:30:00+00:00, 2025-12-21T11:00:00+00:00
0.591000, 2025-12-21T11:00:00+00:00, 2025-12-21T11:30:00+00:00
0.581000, 2025-12-21T11:30:00+00:00, 2025-12-21T12:00:00+00:00
0.575000, 2025-12-21T12:00:00+00:00, 2025-12-21T12:30:00+00:00
0.587000, 2025-12-21T12:30:00+00:00, 2025-12-21T13:00:00+00:00
0.567000, 2025-12-21T13:00:00+00:00, 2025-12-21T13:30:00+00:00
0.630000, 2025-12-21T13:30:00+00:00, 2025-12-21T14:00:00+00:00
0.643000, 2025-12-21T14:00:00+00:00, 2025-12-21T14:30:00+00:00
1.027000, 2025-12-21T14:30:00+00:00, 2025-12-21T15:00:00+00:00
1.238000, 2025-12-21T15:00:00+00:00, 2025-12-21T15:30:00+00:00
1.143000, 2025-12-21T15:30:00+00:00, 2025-12-21T16:00:00+00:00
0.615000, 2025-12-21T16:00:00+00:00, 2025-12-21T16:30:00+00:00
0.667000, 2025-12-21T16:30:00+00:00, 2025-12-21T17:00:00+00:00
0.833000, 2025-12-21T17:00:00+00:00, 2025-12-21T17:30:00+00:00
0.942000, 2025-12-21T17:30:00+00:00, 2025-12-21T18:00:00+00:00
0.973000, 2025-12-21T18:00:00+00:00, 2025-12-21T18:30:00+00:00
0.902000, 2025-12-21T18:30:00+00:00, 2025-12-21T19:00:00+00:00
1.321000, 2025-12-21T19:00:00+00:00, 2025-12-21T19:30:00+00:00
1.174000, 2025-12-21T19:30:00+00:00, 2025-12-21T20:00:00+00:00
0.613000, 2025-12-21T20:00:00+00:00, 2025-12-21T20:30:00+00:00
0.787000, 2025-12-21T20:30:00+00:00, 2025-12-21T21:00:00+00:00
0.835000, 2025-12-21T21:00:00+00:00, 2025-12-21T21:30:00+00:00
1.033000, 2025-12-21T21:30:00+00:00, 2025-12-21T22:00:00+00:00
0.883000, 2025-12-21T22:00:00+00:00, 2025-12-21T22:30:00+00:00
0.760000, 2025-12-21T22:30:00+00:00, 2025-12-21T23:00:00+00:00
0.782000, 2025-12-21T23:00:00+00:00, 2025-12-21T23:30:00+00:00
0.798000, 2025-12-21T23:30:00+00:00, 2025-12-22T00:00:00+00:00
1.333000, 2025-12-22T00:00:00+00:00, 2025-12-22T00:30:00+00:00
1.809000, 2025-12-22T00:30:00+00:00, 2025-12-22T01:00:00+00:00
1.382000, 2025-12-22T01:00:00+00:00, 2025-12-22T01:30:00+00:00
1.051000, 2025-12-22T01:30:00+00:00, 2025-12-22T02:00:00+00:00
1.110000, 2025-12-22T02:00:00+00:00, 2025-12-22T02:30:00+00:00
1.220000, 2025-12-22T02:30:00+00:00, 2025-12-22T03:00:00+00:00
1.176000, 2025-12-22T03:00:00+00:00, 2025-12-22T03:30:00+00:00
0.777000, 2025-12-22T03:30:00+00:00, 2025-12-22T04:00:00+00:00
0.774000, 2025-12-22T04:00:00+00:00, 2025-12-22T04:30:00+00:00
1.085000, 2025-12-22T04:30:00+00:00, 2025-12-22T05:00:00+00:00
0.853000, 2025-12-22T05:00:00+00:00, 2025-12-22T05:30:00+00:00
0.901000, 2025-12-22T05:30:00+00:00, 2025-12-22T06:00:00+00:00
0.580000, 2025-12-22T06:00:00+00:00, 2025-12-22T06:30:00+00:00
0.551000, 2025-12-22T06:30:00+00:00, 2025-12-22T07:00:00+00:00
0.556000, 2025-12-22T07:00:00+00:00, 2025-12-22T07:30:00+00:00
0.569000, 2025-12-22T07:30:00+00:00, 2025-12-22T08:00:00+00:00
0.559000, 2025-12-22T08:00:00+00:00, 2025-12-22T08:30:00+00:00
0.689000, 2025-12-22T08:30:00+00:00, 2025-12-22T09:00:00+00:00
0.675000, 2025-12-22T09:00:00+00:00, 2025-12-22T09:30:00+00:00
0.776000, 2025-12-22T09:30:00+00:00, 2025-12-22T10:00:00+00:00
0.633000, 2025-12-22T10:00:00+00:00, 2025-12-22T10:30:00+00:00
0.789000, 2025-12-22T10:30:00+00:00, 2025-12-22T11:00:00+00:00
0.688000, 2025-12-22T11:00:00+00:00, 2025-12-22T11:30:00+00:00
0.638000, 2025-12-22T11:30:00+00:00, 2025-12-22T12:00:00+00:00
0.561000, 2025-12-22T12:00:00+00:00, 2025-12-22T12:30:00+00:00
0.565000, 2025-12-22T12:30:00+00:00, 2025-12-22T13:00:00+00:00
0.534000, 2025-12-22T13:00:00+00:00, 2025-12-22T13:30:00+00:00
0.655000, 2025-12-22T13:30:00+00:00, 2025-12-22T14:00:00+00:00
1.669000, 2025-12-22T14:00:00+00:00, 2025-12-22T14:30:00+00:00
1.441000, 2025-12-22T14:30:00+00:00, 2025-12-22T15:00:00+00:00
1.117000, 2025-12-22T15:00:00+00:00, 2025-12-22T15:30:00+00:00
1.133000, 2025-12-22T15:30:00+00:00, 2025-12-22T16:00:00+00:00
1.188000, 2025-12-22T16:00:00+00:00, 2025-12-22T16:30:00+00:00
1.027000, 2025-12-22T16:30:00+00:00, 2025-12-22T17:00:00+00:00
0.842000, 2025-12-22T17:00:00+00:00, 2025-12-22T17:30:00+00:00
0.877000, 2025-12-22T17:30:00+00:00, 2025-12-22T18:00:00+00:00
0.980000, 2025-12-22T18:00:00+00:00, 2025-12-22T18:30:00+00:00
0.864000, 2025-12-22T18:30:00+00:00, 2025-12-22T19:00:00+00:00
0.720000, 2025-12-22T19:00:00+00:00, 2025-12-22T19:30:00+00:00
0.672000, 2025-12-22T19:30:00+00:00, 2025-12-22T20:00:00+00:00
0.734000, 2025-12-22T20:00:00+00:00, 2025-12-22T20:30:00+00:00
1.194000, 2025-12-22T20:30:00+00:00, 2025-12-22T21:00:00+00:00
1.468000, 2025-12-22T21:00:00+00:00, 2025-12-22T21:30:00+00:00
1.493000, 2025-12-22T21:30:00+00:00, 2025-12-22T22:00:00+00:00
1.557000, 2025-12-22T22:00:00+00:00, 2025-12-22T22:30:00+00:00
1.008000, 2025-12-22T22:30:00+00:00, 2025-12-22T23:00:00+00:00
0.711000, 2025-12-22T23:00:00+00:00, 2025-12-22T23:30:00+00:00
0.731000, 2025-12-22T23:30:00+00:00, 2025-12-23T00:00:00+00:00
0.766000, 2025-12-23T00:00:00+00:00, 2025-12-23T00:30:00+00:00
0.794000, 2025-12-23T00:30:00+00:00, 2025-12-23T01:00:00+00:00
0.917000, 2025-12-23T01:00:00+00:00, 2025-12-23T01:30:00+00:00
0.960000, 2025-12-23T01:30:00+00:00, 2025-12-23T02:00:00+00:00
1.239000, 2025-12-23T02:00:00+00:00, 2025-12-23T02:30:00+00:00
1.307000, 2025-12-23T02:30:00+00:00, 2025-12-23T03:00:00+00:00
1.145000, 2025-12-23T03:00:00+00:00, 2025-12-23T03:30:00+00:00
1.304000, 2025-12-23T03:30:00+00:00, 2025-12-23T04:00:00+00:00
1.254000, 2025-12-23T04:00:00+00:00, 2025-12-23T04:30:00+00:00
1.372000, 2025-12-23T04:30:00+00:00, 2025-12-23T05:00:00+00:00
0.975000, 2025-12-23T05:00:00+00:00, 2025-12-23T05:30:00+00:00
0.845000, 2025-12-23T05:30:00+00:00, 2025-12-23T06:00:00+00:00
0.818000, 2025-12-23T06:00:00+00:00, 2025-12-23T06:30:00+00:00
0.835000, 2025-12-23T06:30:00+00:00, 2025-12-23T07:00:00+00:00
0.849000, 2025-12-23T07:00:00+00:00, 2025-12-23T07:30:00+00:00
0.808000, 2025-12-23T07:30:00+00:00, 2025-12-23T08:00:00+00:00
0.668000, 2025-12-23T08:00:00+00:00, 2025-12-23T08:30:00+00:00
0.747000, 2025-12-23T08:30:00+00:00, 2025-12-23T09:00:00+00:00
0.720000, 2025-12-23T09:00:00+00:00, 2025-12-23T09:30:00+00:00
0.665000, 2025-12-23T09:30:00+00:00, 2025-12-23T10:00:00+00:00
0.660000, 2025-12-23T10:00:00+00:00, 2025-12-23T10:30:00+00:00
0.809000, 2025-12-23T10:30:00+00:00, 2025-12-23T11:00:00+00:00
0.477000, 2025-12-23T11:00:00+00:00, 2025-12-23T11:30:00+00:00
0.631000, 2025-12-23T11:30:00+00:00, 2025-12-23T12:00:00+00:00
0.619000, 2025-12-23T12:00:00+00:00, 2025-12-23T12:30:00+00:00
0.597000, 2025-12-23T12:30:00+00:00, 2025-12-23T13:00:00+00:00
0.935000, 2025-12-23T13:00:00+00:00, 2025-12-23T13:30:00+00:00
0.830000, 2025-12-23T13:30:00+00:00, 2025-12-23T14:00:00+00:00
0.690000, 2025-12-23T14:00:00+00:00, 2025-12-23T14:30:00+00:00
1.277000, 2025-12-23T14:30:00+00:00, 2025-12-23T15:00:00+00:00
0.902000, 2025-12-23T15:00:00+00:00, 2025-12-23T15:30:00+00:00
1.250000, 2025-12-23T15:30:00+00:00, 2025-12-23T16:00:00+00:00
1.230000, 2025-12-23T16:00:00+00:00, 2025-12-23T16:30:00+00:00
0.937000, 2025-12-23T16:30:00+00:00, 2025-12-23T17:00:00+00:00
0.760000, 2025-12-23T17:00:00+00:00, 2025-12-23T17:30:00+00:00
1.818000, 2025-12-23T17:30:00+00:00, 2025-12-23T18:00:00+00:00
0.853000, 2025-12-23T18:00:00+00:00, 2025-12-23T18:30:00+00:00
3.952000, 2025-12-23T18:30:00+00:00, 2025-12-23T19:00:00+00:00
1.418000, 2025-12-23T19:00:00+00:00, 2025-12-23T19:30:00+00:00
0.914000, 2025-12-23T19:30:00+00:00, 2025-12-23T20:00:00+00:00
3.659000, 2025-12-23T20:00:00+00:00, 2025-12-23T20:30:00+00:00
0.847000, 2025-12-23T20:30:00+00:00, 2025-12-23T21:00:00+00:00
1.047000, 2025-12-23T21:00:00+00:00, 2025-12-23T21:30:00+00:00
4.082000, 2025-12-23T21:30:00+00:00, 2025-12-23T22:00:00+00:00
0.804000, 2025-12-23T22:00:00+00:00, 2025-12-23T22:30:00+00:00
0.537000, 2025-12-23T22:30:00+00:00, 2025-12-23T23:00:00+00:00
0.544000, 2025-12-23T23:00:00+00:00, 2025-12-23T23:30:00+00:00
0.609000, 2025-12-23T23:30:00+00:00, 2025-12-24T00:00:00+00:00
0.552000, 2025-12-24T00:00:00+00:00, 2025-12-24T00:30:00+00:00
3.855000, 2025-12-24T00:30:00+00:00, 2025-12-24T01:00:00+00:00
0.798000, 2025-12-24T01:00:00+00:00, 2025-12-24T01:30:00+00:00
3.769000, 2025-12-24T01:30:00+00:00, 2025-12-24T02:00:00+00:00
3.862000, 2025-12-24T02:00:00+00:00, 2025-12-24T02:30:00+00:00
1.757000, 2025-12-24T02:30:00+00:00, 2025-12-24T03:00:00+00:00
0.916000, 2025-12-24T03:00:00+00:00, 2025-12-24T03:30:00+00:00
0.623000, 2025-12-24T03:30:00+00:00, 2025-12-24T04:00:00+00:00
0.491000, 2025-12-24T04:00:00+00:00, 2025-12-24T04:30:00+00:00
0.496000, 2025-12-24T04:30:00+00:00, 2025-12-24T05:00:00+00:00
0.413000, 2025-12-24T05:00:00+00:00, 2025-12-24T05:30:00+00:00
0.406000, 2025-12-24T05:30:00+00:00, 2025-12-24T06:00:00+00:00
0.412000, 2025-12-24T06:00:00+00:00, 2025-12-24T06:30:00+00:00
0.435000, 2025-12-24T06:30:00+00:00, 2025-12-24T07:00:00+00:00
0.413000, 2025-12-24T07:00:00+00:00, 2025-12-24T07:30:00+00:00
0.411000, 2025-12-24T07:30:00+00:00, 2025-12-24T08:00:00+00:00
0.423000, 2025-12-24T08:00:00+00:00, 2025-12-24T08:30:00+00:00
0.679000, 2025-12-24T08:30:00+00:00, 2025-12-24T09:00:00+00:00
0.469000, 2025-12-24T09:00:00+00:00, 2025-12-24T09:30:00+00:00
0.446000, 2025-12-24T09:30:00+00:00, 2025-12-24T10:00:00+00:00
0.456000, 2025-12-24T10:00:00+00:00, 2025-12-24T10:30:00+00:00
0.617000, 2025-12-24T10:30:00+00:00, 2025-12-24T11:00:00+00:00
0.637000, 2025-12-24T11:00:00+00:00, 2025-12-24T11:30:00+00:00
0.672000, 2025-12-24T11:30:00+00:00, 2025-12-24T12:00:00+00:00
0.553000, 2025-12-24T12:00:00+00:00, 2025-12-24T12:30:00+00:00
0.542000, 2025-12-24T12:30:00+00:00, 2025-12-24T13:00:00+00:00
1.584000, 2025-12-24T13:00:00+00:00, 2025-12-24T13:30:00+00:00
0.524000, 2025-12-24T13:30:00+00:00, 2025-12-24T14:00:00+00:00
0.501000, 2025-12-24T14:00:00+00:00, 2025-12-24T14:30:00+00:00
0.741000, 2025-12-24T14:30:00+00:00, 2025-12-24T15:00:00+00:00
0.848000, 2025-12-24T15:00:00+00:00, 2025-12-24T15:30:00+00:00
0.649000, 2025-12-24T15:30:00+00:00, 2025-12-24T16:00:00+00:00
1.315000, 2025-12-24T16:00:00+00:00, 2025-12-24T16:30:00+00:00
1.137000, 2025-12-24T16:30:00+00:00, 2025-12-24T17:00:00+00:00
0.857000, 2025-12-24T17:00:00+00:00, 2025-12-24T17:30:00+00:00
1.300000, 2025-12-24T17:30:00+00:00, 2025-12-24T18:00:00+00:00
1.460000, 2025-12-24T18:00:00+00:00, 2025-12-24T18:30:00+00:00
1.363000, 2025-12-24T18:30:00+00:00, 2025-12-24T19:00:00+00:00
1.262000, 2025-12-24T19:00:00+00:00, 2025-12-24T19:30:00+00:00
0.730000, 2025-12-24T19:30:00+00:00, 2025-12-24T20:00:00+00:00
1.235000, 2025-12-24T20:00:00+00:00, 2025-12-24T20:30:00+00:00
0.702000, 2025-12-24T20:30:00+00:00, 2025-12-24T21:00:00+00:00
0.875000, 2025-12-24T21:00:00+00:00, 2025-12-24T21:30:00+00:00
1.273000, 2025-12-24T21:30:00+00:00, 2025-12-24T22:00:00+00:00
1.255000, 2025-12-24T22:00:00+00:00, 2025-12-24T22:30:00+00:00
0.701000, 2025-12-24T22:30:00+00:00, 2025-12-24T23:00:00+00:00
3.903000, 2025-12-24T23:00:00+00:00, 2025-12-24T23:30:00+00:00
1.001000, 2025-12-24T23:30:00+00:00, 2025-12-25T00:00:00+00:00
3.726000, 2025-12-25T00:00:00+00:00, 2025-12-25T00:30:00+00:00
0.833000, 2025-12-25T00:30:00+00:00, 2025-12-25T01:00:00+00:00
0.457000, 2025-12-25T01:00:00+00:00, 2025-12-25T01:30:00+00:00
3.696000, 2025-12-25T01:30:00+00:00, 2025-12-25T02:00:00+00:00
3.711000, 2025-12-25T02:00:00+00:00, 2025-12-25T02:30:00+00:00
3.654000, 2025-12-25T02:30:00+00:00, 2025-12-25T03:00:00+00:00
2.388000, 2025-12-25T03:00:00+00:00, 2025-12-25T03:30:00+00:00
0.432000, 2025-12-25T03:30:00+00:00, 2025-12-25T04:00:00+00:00
1.109000, 2025-12-25T04:00:00+00:00, 2025-12-25T04:30:00+00:00
0.584000, 2025-12-25T04:30:00+00:00, 2025-12-25T05:00:00+00:00
0.416000, 2025-12-25T05:00:00+00:00, 2025-12-25T05:30:00+00:00
0.390000, 2025-12-25T05:30:00+00:00, 2025-12-25T06:00:00+00:00
0.533000, 2025-12-25T06:00:00+00:00, 2025-12-25T06:30:00+00:00
0.367000, 2025-12-25T06:30:00+00:00, 2025-12-25T07:00:00+00:00
0.351000, 2025-12-25T07:00:00+00:00, 2025-12-25T07:30:00+00:00
0.584000, 2025-12-25T07:30:00+00:00, 2025-12-25T08:00:00+00:00
0.583000, 2025-12-25T08:00:00+00:00, 2025-12-25T08:30:00+00:00
0.676000, 2025-12-25T08:30:00+00:00, 2025-12-25T09:00:00+00:00
0.613000, 2025-12-25T09:00:00+00:00, 2025-12-25T09:30:00+00:00
0.737000, 2025-12-25T09:30:00+00:00, 2025-12-25T10:00:00+00:00
0.608000, 2025-12-25T10:00:00+00:00, 2025-12-25T10:30:00+00:00
0.594000, 2025-12-25T10:30:00+00:00, 2025-12-25T11:00:00+00:00
0.460000, 2025-12-25T11:00:00+00:00, 2025-12-25T11:30:00+00:00
0.586000, 2025-12-25T11:30:00+00:00, 2025-12-25T12:00:00+00:00
0.788000, 2025-12-25T12:00:00+00:00, 2025-12-25T12:30:00+00:00
0.692000, 2025-12-25T12:30:00+00:00, 2025-12-25T13:00:00+00:00
0.692000, 2025-12-25T13:00:00+00:00, 2025-12-25T13:30:00+00:00
0.615000, 2025-12-25T13:30:00+00:00, 2025-12-25T14:00:00+00:00
1.066000, 2025-12-25T14:00:00+00:00, 2025-12-25T14:30:00+00:00
1.690000, 2025-12-25T14:30:00+00:00, 2025-12-25T15:00:00+00:00
1.285000, 2025-12-25T15:00:00+00:00, 2025-12-25T15:30:00+00:00
1.650000, 2025-12-25T15:30:00+00:00, 2025-12-25T16:00:00+00:00
1.365000, 2025-12-25T16:00:00+00:00, 2025-12-25T16:30:00+00:00
1.197000, 2025-12-25T16:30:00+00:00, 2025-12-25T17:00:00+00:00
0.772000, 2025-12-25T17:00:00+00:00, 2025-12-25T17:30:00+00:00
0.440000, 2025-12-25T17:30:00+00:00, 2025-12-25T18:00:00+00:00
1.105000, 2025-12-25T18:00:00+00:00, 2025-12-25T18:30:00+00:00
0.502000, 2025-12-25T18:30:00+00:00, 2025-12-25T19:00:00+00:00
0.679000, 2025-12-25T19:00:00+00:00, 2025-12-25T19:30:00+00:00
1.079000, 2025-12-25T19:30:00+00:00, 2025-12-25T20:00:00+00:00
0.653000, 2025-12-25T20:00:00+00:00, 2025-12-25T20:30:00+00:00
0.482000, 2025-12-25T20:30:00+00:00, 2025-12-25T21:00:00+00:00
0.471000, 2025-12-25T21:00:00+00:00, 2025-12-25T21:30:00+00:00
0.728000, 2025-12-25T21:30:00+00:00, 2025-12-25T22:00:00+00:00
0.495000, 2025-12-25T22:00:00+00:00, 2025-12-25T22:30:00+00:00
0.469000, 2025-12-25T22:30:00+00:00, 2025-12-25T23:00:00+00:00
0.942000, 2025-12-25T23:00:00+00:00, 2025-12-25T23:30:00+00:00
0.648000, 2025-12-25T23:30:00+00:00, 2025-12-26T00:00:00+00:00
0.700000, 2025-12-26T00:00:00+00:00, 2025-12-26T00:30:00+00:00
0.646000, 2025-12-26T00:30:00+00:00, 2025-12-26T01:00:00+00:00
1.022000, 2025-12-26T01:00:00+00:00, 2025-12-26T01:30:00+00:00
0.551000, 2025-12-26T01:30:00+00:00, 2025-12-26T02:00:00+00:00
0.939000, 2025-12-26T02:00:00+00:00, 2025-12-26T02:30:00+00:00
0.446000, 2025-12-26T02:30:00+00:00, 2025-12-26T03:00:00+00:00
0.415000, 2025-12-26T03:00:00+00:00, 2025-12-26T03:30:00+00:00
0.414000, 2025-12-26T03:30:00+00:00, 2025-12-26T04:00:00+00:00
0.373000, 2025-12-26T04:00:00+00:00, 2025-12-26T04:30:00+00:00
0.368000, 2025-12-26T04:30:00+00:00, 2025-12-26T05:00:00+00:00
0.381000, 2025-12-26T05:00:00+00:00, 2025-12-26T05:30:00+00:00
0.380000, 2025-12-26T05:30:00+00:00, 2025-12-26T06:00:00+00:00
0.370000, 2025-12-26T06:00:00+00:00, 2025-12-26T06:30:00+00:00
0.383000, 2025-12-26T06:30:00+00:00, 2025-12-26T07:00:00+00:00
0.387000, 2025-12-26T07:00:00+00:00, 2025-12-26T07:30:00+00:00
0.375000, 2025-12-26T07:30:00+00:00, 2025-12-26T08:00:00+00:00
0.383000, 2025-12-26T08:00:00+00:00, 2025-12-26T08:30:00+00:00
0.383000, 2025-12-26T08:30:00+00:00, 2025-12-26T09:00:00+00:00
0.392000, 2025-12-26T09:00:00+00:00, 2025-12-26T09:30:00+00:00
0.384000, 2025-12-26T09:30:00+00:00, 2025-12-26T10:00:00+00:00
0.401000, 2025-12-26T10:00:00+00:00, 2025-12-26T10:30:00+00:00
0.387000, 2025-12-26T10:30:00+00:00, 2025-12-26T11:00:00+00:00
0.374000, 2025-12-26T11:00:00+00:00, 2025-12-26T11:30:00+00:00
0.397000, 2025-12-26T11:30:00+00:00, 2025-12-26T12:00:00+00:00
0.770000, 2025-12-26T12:00:00+00:00, 2025-12-26T12:30:00+00:00
0.460000, 2025-12-26T12:30:00+00:00, 2025-12-26T13:00:00+00:00
0.485000, 2025-12-26T13:00:00+00:00, 2025-12-26T13:30:00+00:00
0.608000, 2025-12-26T13:30:00+00:00, 2025-12-26T14:00:00+00:00
0.583000, 2025-12-26T14:00:00+00:00, 2025-12-26T14:30:00+00:00
0.624000, 2025-12-26T14:30:00+00:00, 2025-12-26T15:00:00+00:00
0.530000, 2025-12-26T15:00:00+00:00, 2025-12-26T15:30:00+00:00
0.573000, 2025-12-26T15:30:00+00:00, 2025-12-26T16:00:00+00:00
0.707000, 2025-12-26T16:00:00+00:00, 2025-12-26T16:30:00+00:00
0.650000, 2025-12-26T16:30:00+00:00, 2025-12-26T17:00:00+00:00
0.610000, 2025-12-26T17:00:00+00:00, 2025-12-26T17:30:00+00:00
0.596000, 2025-12-26T17:30:00+00:00, 2025-12-26T18:00:00+00:00
0.589000, 2025-12-26T18:00:00+00:00, 2025-12-26T18:30:00+00:00
0.656000, 2025-12-26T18:30:00+00:00, 2025-12-26T19:00:00+00:00
0.578000, 2025-12-26T19:00:00+00:00, 2025-12-26T19:30:00+00:00
0.708000, 2025-12-26T19:30:00+00:00, 2025-12-26T20:00:00+00:00
0.501000, 2025-12-26T20:00:00+00:00, 2025-12-26T20:30:00+00:00
0.746000, 2025-12-26T20:30:00+00:00, 2025-12-26T21:00:00+00:00
0.513000, 2025-12-26T21:00:00+00:00, 2025-12-26T21:30:00+00:00
0.805000, 2025-12-26T21:30:00+00:00, 2025-12-26T22:00:00+00:00
0.567000, 2025-12-26T22:00:00+00:00, 2025-12-26T22:30:00+00:00
0.747000, 2025-12-26T22:30:00+00:00, 2025-12-26T23:00:00+00:00
0.901000, 2025-12-26T23:00:00+00:00, 2025-12-26T23:30:00+00:00
0.627000, 2025-12-26T23:30:00+00:00, 2025-12-27T00:00:00+00:00
0.604000, 2025-12-27T00:00:00+00:00, 2025-12-27T00:30:00+00:00
0.832000, 2025-12-27T00:30:00+00:00, 2025-12-27T01:00:00+00:00
0.539000, 2025-12-27T01:00:00+00:00, 2025-12-27T01:30:00+00:00
0.502000, 2025-12-27T01:30:00+00:00, 2025-12-27T02:00:00+00:00
0.544000, 2025-12-27T02:00:00+00:00, 2025-12-27T02:30:00+00:00
0.837000, 2025-12-27T02:30:00+00:00, 2025-12-27T03:00:00+00:00
0.560000, 2025-12-27T03:00:00+00:00, 2025-12-27T03:30:00+00:00
0.530000, 2025-12-27T03:30:00+00:00, 2025-12-27T04:00:00+00:00
0.537000, 2025-12-27T04:00:00+00:00, 2025-12-27T04:30:00+00:00
0.521000, 2025-12-27T04:30:00+00:00, 2025-12-27T05:00:00+00:00
0.533000, 2025-12-27T05:00:00+00:00, 2025-12-27T05:30:00+00:00
0.506000, 2025-12-27T05:30:00+00:00, 2025-12-27T06:00:00+00:00
0.503000, 2025-12-27T06:00:00+00:00, 2025-12-27T06:30:00+00:00
0.484000, 2025-12-27T06:30:00+00:00, 2025-12-27T07:00:00+00:00
0.487000, 2025-12-27T07:00:00+00:00, 2025-12-27T07:30:00+00:00
0.483000, 2025-12-27T07:30:00+00:00, 2025-12-27T08:00:00+00:00
0.476000, 2025-12-27T08:00:00+00:00, 2025-12-27T08:30:00+00:00
0.477000, 2025-12-27T08:30:00+00:00, 2025-12-27T09:00:00+00:00
0.508000, 2025-12-27T09:00:00+00:00, 2025-12-27T09:30:00+00:00
0.510000, 2025-12-27T09:30:00+00:00, 2025-12-27T10:00:00+00:00
0.503000, 2025-12-27T10:00:00+00:00, 2025-12-27T10:30:00+00:00
0.401000, 2025-12-27T10:30:00+00:00, 2025-12-27T11:00:00+00:00
0.353000, 2025-12-27T11:00:00+00:00, 2025-12-27T11:30:00+00:00
0.371000, 2025-12-27T11:30:00+00:00, 2025-12-27T12:00:00+00:00
0.386000, 2025-12-27T12:00:00+00:00, 2025-12-27T12:30:00+00:00
0.795000, 2025-12-27T12:30:00+00:00, 2025-12-27T13:00:00+00:00
0.550000, 2025-12-27T13:00:00+00:00, 2025-12-27T13:30:00+00:00
0.372000, 2025-12-27T13:30:00+00:00, 2025-12-27T14:00:00+00:00
0.428000, 2025-12-27T14:00:00+00:00, 2025-12-27T14:30:00+00:00
0.521000, 2025-12-27T14:30:00+00:00, 2025-12-27T15:00:00+00:00
0.506000, 2025-12-27T15:00:00+00:00, 2025-12-27T15:30:00+00:00
0.413000, 2025-12-27T15:30:00+00:00, 2025-12-27T16:00:00+00:00
0.397000, 2025-12-27T16:00:00+00:00, 2025-12-27T16:30:00+00:00
0.377000, 2025-12-27T16:30:00+00:00, 2025-12-27T17:00:00+00:00
0.386000, 2025-12-27T17:00:00+00:00, 2025-12-27T17:30:00+00:00
